id,dob,gender,country,city,job_title,job_industry,wealth_segment
ID1006,1978-10-18,Female,Vietnam,Ho Chi Minh,Financial Analyst,Education,Mass Affluent
ID1007,1986-02-18,Male,UK,Manchester,General Manager,Education,High Net Worth
ID1008,1974-05-09,Male,Australia,Melbourne,General Manager,Hospitality,Mass Affluent
ID1009,1993-01-28,Female,Vietnam,Hanoi,Data Scientist,Education,Affluent
ID1010,1991-01-14,Male,USA,New York,Consultant,IT,Mass Affluent
ID1011,1987-07-08,Female,USA,Los Angeles,Sales Executive,Finance,Mass Affluent
ID1012,1994-02-09,Female,USA,Los Angeles,Consultant,Marketing,High Net Worth
ID1013,1992-08-10,Female,Vietnam,Hanoi,Financial Analyst,IT,Affluent
ID1014,1969-06-22,Male,Germany,Berlin,Marketing Manager,Construction,Mass Affluent
ID1015,1991-09-22,Male,Germany,Berlin,Sales Executive,Retail,High Net Worth
ID1016,1995-12-28,Male,Germany,Berlin,Project Manager,Education,Mass Affluent
ID1017,1993-02-01,Male,Vietnam,Hanoi,Software Engineer,Healthcare,High Net Worth
ID1018,1985-05-21,Male,Canada,Toronto,Software Engineer,Construction,Affluent
ID1019,1966-05-18,Male,Canada,Vancouver,Sales Executive,Construction,Affluent
ID1020,1986-06-11,Male,USA,Los Angeles,HR Specialist,Construction,Affluent
ID1021,1996-06-26,Female,Australia,Sydney,Software Engineer,Education,Affluent
ID1022,1982-08-16,Male,Australia,Melbourne,Project Manager,Marketing,High Net Worth
ID1023,1997-07-05,Male,USA,Los Angeles,Data Scientist,IT,Mass Affluent
ID1024,1987-11-28,Male,USA,New York,Accountant,Hospitality,Affluent
ID1025,1977-10-25,Female,UK,London,Accountant,Finance,Mass Affluent
ID1026,1978-10-22,Female,Canada,Vancouver,Financial Analyst,Retail,Affluent
ID1027,1971-05-08,Male,Canada,Toronto,HR Specialist,Hospitality,Mass Affluent
ID1028,1967-03-19,Female,Australia,Melbourne,Sales Executive,Education,High Net Worth
ID1029,1999-08-15,Female,Canada,Vancouver,General Manager,Marketing,High Net Worth
ID1030,1994-08-01,Male,UK,London,Accountant,IT,Mass Affluent
ID1031,1988-08-21,Male,USA,New York,Marketing Manager,Healthcare,Affluent
ID1032,1985-02-10,Male,Australia,Melbourne,Software Engineer,Finance,Affluent
ID1033,1964-01-28,Female,Vietnam,Ho Chi Minh,Sales Executive,Education,Affluent
ID1034,1968-07-09,Male,Australia,Sydney,Software Engineer,Finance,Mass Affluent
ID1035,1965-07-15,Female,Germany,Berlin,Data Scientist,Education,Mass Affluent
ID1036,1973-12-30,Female,UK,Manchester,Sales Executive,Hospitality,Mass Affluent
ID1037,1970-03-10,Female,Australia,Sydney,Software Engineer,IT,Affluent
ID1038,2000-07-26,Male,Australia,Melbourne,Data Scientist,Marketing,High Net Worth
ID1039,1989-10-27,Female,UK,Manchester,Consultant,IT,High Net Worth
ID1040,1975-06-28,Female,France,Paris,Software Engineer,Marketing,Affluent
ID1041,2000-07-23,Female,Australia,Sydney,Software Engineer,Retail,Mass Affluent
ID1042,1975-10-26,Male,France,Paris,Software Engineer,Retail,Mass Affluent
ID1043,1977-05-19,Female,USA,Los Angeles,Software Engineer,Construction,Mass Affluent
ID1044,1990-02-28,Female,Germany,Berlin,Consultant,Hospitality,Mass Affluent
ID1045,1994-11-26,Female,Canada,Toronto,Financial Analyst,Hospitality,High Net Worth
ID1046,1993-12-20,Male,France,Paris,General Manager,Retail,Mass Affluent
ID1047,1992-12-26,Female,USA,Los Angeles,Project Manager,Finance,High Net Worth
ID1048,1977-10-28,Female,Australia,Melbourne,Marketing Manager,IT,High Net Worth
ID1049,1997-09-11,Female,UK,London,Accountant,Retail,High Net Worth
ID1050,1997-08-26,Male,Germany,Berlin,General Manager,Construction,Mass Affluent
ID1051,1985-02-09,Female,Canada,Vancouver,Marketing Manager,Hospitality,Mass Affluent
ID1052,1961-10-24,Male,USA,Los Angeles,Data Scientist,Hospitality,Mass Affluent
ID1053,1961-11-28,Male,USA,New York,General Manager,Healthcare,High Net Worth
ID1054,1961-09-23,Female,Vietnam,Hanoi,Consultant,Marketing,High Net Worth
ID1055,1988-06-20,Male,UK,Manchester,General Manager,Retail,High Net Worth
ID1056,1971-05-26,Male,Canada,Vancouver,Consultant,Construction,High Net Worth
ID1057,1998-05-12,Female,Germany,Berlin,Marketing Manager,Retail,Affluent
ID1058,1981-05-31,Female,UK,London,HR Specialist,Education,Affluent
ID1059,1999-08-04,Female,Canada,Vancouver,Marketing Manager,IT,Affluent
ID1060,1964-03-02,Female,France,Paris,Marketing Manager,Construction,Mass Affluent
ID1061,1998-10-16,Male,USA,Los Angeles,Project Manager,IT,Mass Affluent
ID1062,1979-12-03,Female,Vietnam,Ho Chi Minh,Financial Analyst,Marketing,Mass Affluent
ID1063,1964-05-28,Female,France,Paris,HR Specialist,Marketing,High Net Worth
ID1064,1987-05-05,Female,Australia,Sydney,Consultant,Marketing,Affluent
ID1065,1974-08-28,Male,Canada,Toronto,Accountant,Healthcare,High Net Worth
ID1066,1992-06-12,Male,Vietnam,Ho Chi Minh,Accountant,Construction,Mass Affluent
ID1067,1975-03-08,Female,Germany,Berlin,Marketing Manager,Education,High Net Worth
ID1068,1969-05-20,Male,France,Paris,Project Manager,Hospitality,Affluent
ID1069,1993-09-15,Female,UK,Manchester,General Manager,Retail,Affluent
ID1070,2000-02-05,Male,USA,New York,General Manager,Education,High Net Worth
ID1071,1969-07-04,Female,Australia,Melbourne,General Manager,Construction,High Net Worth
ID1072,1983-07-25,Female,Australia,Sydney,Sales Executive,Education,Mass Affluent
ID1073,1996-08-23,Male,Australia,Melbourne,General Manager,Marketing,Mass Affluent
ID1074,1974-11-11,Female,Canada,Vancouver,Sales Executive,Construction,Affluent
ID1075,1980-07-17,Male,USA,Los Angeles,General Manager,Finance,Mass Affluent
ID1076,1965-12-05,Female,Germany,Berlin,General Manager,Finance,Mass Affluent
ID1077,1996-09-12,Female,Vietnam,Ho Chi Minh,Marketing Manager,Healthcare,Affluent
ID1078,2000-05-15,Female,UK,London,Marketing Manager,Marketing,Mass Affluent
ID1079,1965-12-25,Male,Australia,Sydney,HR Specialist,Education,Mass Affluent
ID1080,1995-03-23,Male,USA,New York,Marketing Manager,Education,High Net Worth
ID1081,1995-10-22,Male,UK,London,Accountant,Education,High Net Worth
ID1082,1974-10-26,Female,Australia,Sydney,General Manager,Healthcare,Mass Affluent
ID1083,1972-10-29,Male,UK,London,Data Scientist,Construction,High Net Worth
ID1084,1999-05-25,Male,UK,London,Consultant,Hospitality,Mass Affluent
ID1085,1969-03-10,Male,USA,Los Angeles,Sales Executive,Retail,High Net Worth
ID1086,1990-01-10,Female,Vietnam,Hanoi,Data Scientist,Hospitality,Mass Affluent
ID1087,1971-07-03,Female,UK,Manchester,Marketing Manager,Retail,High Net Worth
ID1088,1986-06-30,Female,France,Paris,HR Specialist,Finance,Affluent
ID1089,1966-05-11,Male,Vietnam,Hanoi,Software Engineer,Marketing,Mass Affluent
ID1090,1961-08-21,Female,Germany,Berlin,Software Engineer,Hospitality,Affluent
ID1091,1983-09-16,Male,Australia,Melbourne,Sales Executive,Hospitality,Mass Affluent
ID1092,1997-07-31,Male,Vietnam,Hanoi,General Manager,Retail,Affluent
ID1093,1991-06-21,Male,USA,Los Angeles,Marketing Manager,Education,High Net Worth
ID1094,1996-07-06,Female,UK,London,General Manager,IT,High Net Worth
ID1095,1975-05-26,Female,UK,Manchester,Project Manager,Finance,High Net Worth
ID1096,1978-12-03,Male,Australia,Sydney,General Manager,Healthcare,Affluent
ID1097,1976-08-25,Female,UK,London,Project Manager,Education,Mass Affluent
ID1098,1967-08-14,Male,Germany,Berlin,HR Specialist,Hospitality,High Net Worth
ID1099,1994-03-04,Female,USA,Los Angeles,HR Specialist,Hospitality,High Net Worth
ID1100,1994-03-08,Female,UK,Manchester,Financial Analyst,Education,Affluent
ID1101,1991-11-04,Male,USA,Los Angeles,Consultant,Healthcare,Affluent
ID1102,1988-04-22,Male,UK,Manchester,Marketing Manager,Marketing,High Net Worth
ID1103,1988-10-03,Male,France,Paris,Consultant,Marketing,High Net Worth
ID1104,1986-04-26,Female,Canada,Toronto,Accountant,Hospitality,High Net Worth
ID1105,1986-10-29,Female,Vietnam,Hanoi,Sales Executive,Education,Affluent
ID1106,1967-05-05,Female,UK,London,General Manager,Healthcare,Affluent
ID1107,1970-05-13,Male,USA,New York,Accountant,Healthcare,High Net Worth
ID1108,1995-12-14,Female,UK,Manchester,Sales Executive,Hospitality,Mass Affluent
ID1109,1968-06-28,Male,USA,Los Angeles,Sales Executive,Marketing,Mass Affluent
ID1110,1975-04-21,Male,USA,Los Angeles,Software Engineer,Finance,Mass Affluent
ID1111,1978-06-30,Female,France,Paris,Software Engineer,IT,Affluent
ID1112,1994-06-30,Male,Australia,Sydney,Marketing Manager,Finance,Affluent
ID1113,1993-09-30,Male,Germany,Berlin,Project Manager,Hospitality,High Net Worth
ID1114,1981-09-25,Female,USA,Los Angeles,Financial Analyst,Education,Affluent
ID1115,1978-09-25,Female,Vietnam,Ho Chi Minh,Data Scientist,IT,Affluent
ID1116,1964-06-07,Female,Canada,Vancouver,General Manager,Finance,High Net Worth
ID1117,1974-08-14,Female,USA,New York,Consultant,Education,Affluent
ID1118,1976-03-26,Female,Australia,Sydney,Project Manager,Finance,Mass Affluent
ID1119,1971-07-02,Male,Canada,Vancouver,Consultant,Construction,Mass Affluent
ID1120,1977-09-09,Male,Australia,Melbourne,General Manager,IT,High Net Worth
ID1121,1971-10-08,Male,USA,New York,Data Scientist,Education,Mass Affluent
ID1122,1979-12-18,Male,USA,Los Angeles,Consultant,Healthcare,Mass Affluent
ID1123,1983-08-22,Female,Australia,Melbourne,Consultant,Education,Affluent
ID1124,1968-05-22,Female,USA,Los Angeles,Marketing Manager,IT,Mass Affluent
ID1125,1977-10-06,Female,Canada,Toronto,Sales Executive,IT,Affluent
ID1126,1996-12-07,Male,Australia,Sydney,General Manager,Finance,High Net Worth
ID1127,1988-06-05,Male,UK,London,Project Manager,Hospitality,High Net Worth
ID1128,1998-04-29,Male,Australia,Melbourne,Accountant,Healthcare,Affluent
ID1129,1985-04-26,Female,USA,New York,Project Manager,Finance,Mass Affluent
ID1130,1974-03-29,Male,USA,New York,HR Specialist,Retail,Mass Affluent
ID1131,1985-11-18,Male,Canada,Toronto,Financial Analyst,Construction,High Net Worth
ID1132,1999-10-16,Female,USA,Los Angeles,Sales Executive,Healthcare,Mass Affluent
ID1133,1971-04-29,Female,Vietnam,Hanoi,Marketing Manager,Education,High Net Worth
ID1134,1980-06-05,Female,Vietnam,Hanoi,Consultant,Education,Affluent
ID1135,1996-01-22,Female,Vietnam,Hanoi,HR Specialist,Hospitality,High Net Worth
ID1136,1961-12-04,Female,Vietnam,Hanoi,Marketing Manager,Education,Mass Affluent
ID1137,1994-08-13,Female,Vietnam,Hanoi,Financial Analyst,Construction,Mass Affluent
ID1138,1980-10-18,Male,UK,Manchester,General Manager,Finance,High Net Worth
ID1139,1984-01-04,Male,Canada,Toronto,HR Specialist,Finance,Mass Affluent
ID1140,1990-02-11,Female,Australia,Sydney,Data Scientist,Retail,High Net Worth
ID1141,1962-04-17,Male,UK,Manchester,General Manager,Retail,Affluent
ID1142,1973-03-08,Male,USA,Los Angeles,Financial Analyst,Construction,Mass Affluent
ID1143,1987-10-03,Female,France,Paris,HR Specialist,Education,Mass Affluent
ID1144,1997-01-01,Female,USA,Los Angeles,General Manager,IT,Mass Affluent
ID1145,1978-05-12,Male,USA,New York,Consultant,Hospitality,Mass Affluent
ID1146,1979-02-13,Female,Vietnam,Hanoi,Data Scientist,Finance,Mass Affluent
ID1147,1977-09-05,Female,Germany,Berlin,General Manager,Marketing,High Net Worth
ID1148,1990-03-09,Male,UK,Manchester,General Manager,Healthcare,Mass Affluent
ID1149,1968-09-22,Female,Germany,Berlin,HR Specialist,IT,High Net Worth
ID1150,1990-11-02,Female,USA,Los Angeles,Project Manager,Finance,High Net Worth
ID1151,1999-02-21,Female,France,Paris,Marketing Manager,Retail,Affluent
ID1152,1973-02-15,Male,Canada,Vancouver,Project Manager,Hospitality,Mass Affluent
ID1153,1979-02-12,Female,UK,London,Financial Analyst,Education,High Net Worth
ID1154,1993-09-03,Male,Vietnam,Ho Chi Minh,General Manager,Education,Mass Affluent
ID1155,1977-03-17,Female,Australia,Melbourne,Data Scientist,Retail,Mass Affluent
ID1156,1973-12-12,Male,Vietnam,Hanoi,General Manager,Construction,Mass Affluent
ID1157,1962-12-21,Male,Australia,Sydney,Marketing Manager,IT,Affluent
ID1158,2000-01-07,Female,Vietnam,Hanoi,Software Engineer,IT,Mass Affluent
ID1159,1981-12-02,Male,Canada,Vancouver,Software Engineer,Construction,High Net Worth
ID1160,1961-04-17,Male,USA,Los Angeles,General Manager,Healthcare,Affluent
ID1161,1989-02-26,Female,UK,Manchester,Marketing Manager,Construction,Affluent
ID1162,1989-10-29,Female,UK,London,Software Engineer,Healthcare,Mass Affluent
ID1163,1966-10-31,Male,Australia,Sydney,HR Specialist,Hospitality,High Net Worth
ID1164,1960-10-04,Male,Vietnam,Ho Chi Minh,Accountant,Marketing,High Net Worth
ID1165,1960-04-28,Male,Vietnam,Hanoi,Financial Analyst,Retail,Mass Affluent
ID1166,1999-11-27,Female,Germany,Berlin,Accountant,IT,Affluent
ID1167,1963-01-01,Male,Canada,Vancouver,Data Scientist,Marketing,High Net Worth
ID1168,1970-02-10,Male,Germany,Berlin,Sales Executive,Hospitality,Mass Affluent
ID1169,1962-03-26,Female,Canada,Toronto,Sales Executive,Healthcare,High Net Worth
ID1170,1989-02-17,Male,Vietnam,Ho Chi Minh,Accountant,Retail,Mass Affluent
ID1171,1995-02-26,Male,UK,London,Software Engineer,Finance,Affluent
ID1172,1990-10-31,Female,Vietnam,Ho Chi Minh,Financial Analyst,Marketing,Affluent
ID1173,1964-03-15,Female,France,Paris,Software Engineer,Marketing,Mass Affluent
ID1174,1980-05-11,Female,Germany,Berlin,HR Specialist,IT,Mass Affluent
ID1175,1975-11-04,Male,Canada,Toronto,Consultant,Education,High Net Worth
ID1176,1969-09-22,Female,Germany,Berlin,Accountant,Retail,High Net Worth
ID1177,1979-03-14,Female,Canada,Toronto,Project Manager,Construction,Mass Affluent
ID1178,1963-09-19,Female,Australia,Melbourne,Data Scientist,Construction,Mass Affluent
ID1179,1964-12-29,Female,Canada,Toronto,Marketing Manager,Finance,Mass Affluent
ID1180,1962-04-24,Male,UK,London,Consultant,Construction,Affluent
ID1181,1994-11-09,Female,Vietnam,Ho Chi Minh,Sales Executive,Education,Affluent
ID1182,1982-02-09,Male,Germany,Berlin,Consultant,IT,Affluent
ID1183,1998-11-18,Male,France,Paris,Sales Executive,Healthcare,High Net Worth
ID1184,1993-04-21,Male,France,Paris,Data Scientist,Education,High Net Worth
ID1185,1975-09-04,Male,USA,New York,HR Specialist,Retail,Mass Affluent
ID1186,1960-02-01,Male,UK,Manchester,Sales Executive,Retail,Mass Affluent
ID1187,1966-11-05,Female,Australia,Sydney,Data Scientist,Finance,Mass Affluent
ID1188,1984-09-24,Female,Australia,Melbourne,Software Engineer,Construction,Affluent
ID1189,1987-10-06,Male,France,Paris,Consultant,Education,High Net Worth
ID1190,1994-05-16,Male,Canada,Vancouver,Data Scientist,Education,High Net Worth
ID1191,1999-08-16,Male,Australia,Sydney,Financial Analyst,Marketing,Mass Affluent
ID1192,1969-04-07,Male,USA,Los Angeles,Accountant,Finance,Affluent
ID1193,1966-05-11,Male,USA,Los Angeles,Financial Analyst,Marketing,High Net Worth
ID1194,1998-06-19,Female,Vietnam,Ho Chi Minh,Consultant,Retail,Affluent
ID1195,1977-10-03,Female,USA,Los Angeles,Financial Analyst,Finance,Affluent
ID1196,1985-03-23,Male,Canada,Toronto,General Manager,Education,High Net Worth
ID1197,1972-05-18,Male,USA,New York,Financial Analyst,Healthcare,High Net Worth
ID1198,1972-06-09,Male,Vietnam,Hanoi,Accountant,Hospitality,High Net Worth
ID1199,1980-01-16,Male,Germany,Berlin,Data Scientist,Construction,Mass Affluent
ID1200,1987-06-24,Female,Vietnam,Hanoi,Accountant,Healthcare,Affluent
ID1201,1965-07-10,Male,Vietnam,Hanoi,Software Engineer,Marketing,High Net Worth
ID1202,1978-04-08,Male,UK,London,Project Manager,Hospitality,Mass Affluent
ID1203,1989-04-25,Female,Vietnam,Hanoi,Data Scientist,Hospitality,Affluent
ID1204,1983-07-10,Male,UK,London,Sales Executive,Hospitality,Mass Affluent
ID1205,1971-03-19,Female,USA,Los Angeles,Accountant,Construction,Mass Affluent
ID1206,1980-07-17,Male,UK,Manchester,Accountant,IT,High Net Worth
ID1207,1973-11-04,Female,USA,New York,Project Manager,IT,Affluent
ID1208,1968-09-17,Female,Australia,Sydney,Data Scientist,Education,High Net Worth
ID1209,1961-01-13,Female,USA,Los Angeles,HR Specialist,Retail,Affluent
ID1210,1972-05-24,Male,Australia,Sydney,Sales Executive,Education,Mass Affluent
ID1211,1964-06-16,Male,UK,London,Project Manager,Finance,Affluent
ID1212,1992-07-22,Female,UK,London,Consultant,IT,High Net Worth
ID1213,1971-03-31,Male,UK,London,Accountant,Healthcare,Mass Affluent
ID1214,2000-10-10,Female,France,Paris,Accountant,Marketing,High Net Worth
ID1215,1994-03-31,Female,USA,New York,Sales Executive,IT,Affluent
ID1216,1996-10-02,Male,USA,New York,Consultant,Hospitality,High Net Worth
ID1217,1964-04-01,Male,USA,New York,Consultant,Marketing,High Net Worth
ID1218,1967-08-24,Female,France,Paris,General Manager,Marketing,Mass Affluent
ID1219,1961-06-04,Male,France,Paris,Project Manager,Retail,Mass Affluent
ID1220,1977-02-25,Female,Canada,Toronto,Software Engineer,Marketing,Mass Affluent
ID1221,1987-01-16,Female,USA,New York,Accountant,Retail,High Net Worth
ID1222,1995-06-21,Male,Germany,Berlin,Financial Analyst,Construction,Affluent
ID1223,1995-11-14,Female,France,Paris,HR Specialist,Finance,High Net Worth
ID1224,1970-09-20,Male,Germany,Berlin,Data Scientist,Finance,High Net Worth
ID1225,1986-11-15,Male,Vietnam,Ho Chi Minh,Sales Executive,Retail,Affluent
ID1226,1960-03-16,Female,Vietnam,Hanoi,Project Manager,Marketing,Mass Affluent
ID1227,1964-03-11,Male,France,Paris,HR Specialist,Education,Affluent
ID1228,1994-07-04,Male,UK,London,Accountant,IT,Mass Affluent
ID1229,1982-10-15,Male,Canada,Vancouver,General Manager,Hospitality,Mass Affluent
ID1230,1996-06-08,Female,Australia,Sydney,Project Manager,Construction,Mass Affluent
ID1231,1985-08-17,Male,Australia,Sydney,Software Engineer,Education,High Net Worth
ID1232,1986-11-01,Male,Vietnam,Ho Chi Minh,HR Specialist,Retail,Affluent
ID1233,1968-02-02,Male,USA,New York,Consultant,Construction,Mass Affluent
ID1234,1964-11-25,Female,Australia,Sydney,Sales Executive,Healthcare,Affluent
ID1235,1973-02-06,Female,UK,Manchester,Marketing Manager,Healthcare,High Net Worth
ID1236,1988-08-06,Female,Canada,Vancouver,General Manager,Retail,Mass Affluent
ID1237,1987-03-20,Male,Canada,Vancouver,Data Scientist,Education,High Net Worth
ID1238,1971-08-18,Female,Canada,Toronto,Sales Executive,Finance,High Net Worth
ID1239,1985-03-17,Male,USA,Los Angeles,Sales Executive,Healthcare,Mass Affluent
ID1240,1975-07-08,Male,Vietnam,Hanoi,Data Scientist,Construction,High Net Worth
ID1241,1999-06-25,Male,Canada,Toronto,Consultant,Hospitality,Mass Affluent
ID1242,1968-09-18,Female,Australia,Melbourne,Accountant,Healthcare,High Net Worth
ID1243,2000-09-13,Female,UK,Manchester,HR Specialist,Finance,Mass Affluent
ID1244,1996-08-09,Male,Canada,Toronto,Marketing Manager,Healthcare,High Net Worth
ID1245,1981-12-21,Female,Germany,Berlin,Data Scientist,Education,Mass Affluent
ID1246,1994-08-19,Female,Australia,Melbourne,Financial Analyst,Finance,High Net Worth
ID1247,1984-02-04,Female,Australia,Melbourne,Marketing Manager,IT,High Net Worth
ID1248,1968-11-04,Male,Vietnam,Ho Chi Minh,General Manager,Construction,Mass Affluent
ID1249,1971-02-26,Female,Vietnam,Hanoi,Sales Executive,IT,Affluent
ID1250,1996-03-28,Male,Canada,Toronto,Project Manager,Healthcare,Affluent
ID1251,1977-07-03,Female,Vietnam,Hanoi,Accountant,Retail,High Net Worth
ID1252,1975-02-20,Female,UK,London,General Manager,Marketing,Affluent
ID1253,1998-09-05,Male,Vietnam,Hanoi,Marketing Manager,Finance,Affluent
ID1254,1986-01-01,Female,Vietnam,Ho Chi Minh,HR Specialist,Finance,Mass Affluent
ID1255,1988-06-26,Female,Canada,Vancouver,HR Specialist,Construction,High Net Worth
ID1256,1986-02-06,Female,Vietnam,Ho Chi Minh,Financial Analyst,Education,High Net Worth
ID1257,1975-07-27,Male,UK,London,Consultant,Construction,Mass Affluent
ID1258,1983-09-13,Female,Canada,Toronto,Financial Analyst,Construction,High Net Worth
ID1259,1993-10-21,Male,Canada,Vancouver,Marketing Manager,IT,High Net Worth
ID1260,1965-01-22,Female,Canada,Toronto,Marketing Manager,Education,Affluent
ID1261,1997-06-08,Female,UK,Manchester,General Manager,Hospitality,High Net Worth
ID1262,1965-08-22,Male,Australia,Sydney,Accountant,Marketing,Mass Affluent
ID1263,1967-04-10,Male,Vietnam,Ho Chi Minh,Marketing Manager,Retail,High Net Worth
ID1264,1970-02-11,Female,USA,Los Angeles,Accountant,Hospitality,High Net Worth
ID1265,1986-03-15,Male,Canada,Vancouver,Financial Analyst,Retail,Affluent
ID1266,1966-01-03,Male,Canada,Toronto,Data Scientist,Construction,Affluent
ID1267,2000-08-19,Male,USA,Los Angeles,Accountant,Education,Affluent
ID1268,1969-10-11,Male,Australia,Sydney,HR Specialist,IT,Affluent
ID1269,1994-03-22,Female,Australia,Sydney,Data Scientist,IT,High Net Worth
ID1270,1999-12-17,Female,France,Paris,Financial Analyst,IT,High Net Worth
ID1271,1986-09-04,Female,Canada,Toronto,Financial Analyst,IT,Mass Affluent
ID1272,2000-05-27,Male,Australia,Sydney,Project Manager,Marketing,Mass Affluent
ID1273,1994-01-20,Male,Canada,Toronto,Software Engineer,IT,Mass Affluent
ID1274,1970-04-20,Male,Canada,Toronto,Financial Analyst,Retail,High Net Worth
ID1275,1974-02-14,Male,Canada,Toronto,Accountant,Construction,Mass Affluent
ID1276,1984-02-09,Male,Vietnam,Hanoi,Consultant,Education,Mass Affluent
ID1277,1975-04-25,Female,Australia,Melbourne,Accountant,Construction,High Net Worth
ID1278,1986-02-07,Male,Germany,Berlin,Data Scientist,Education,High Net Worth
ID1279,1994-10-30,Female,Vietnam,Ho Chi Minh,General Manager,IT,Mass Affluent
ID1280,1982-02-15,Male,Australia,Melbourne,Financial Analyst,Hospitality,High Net Worth
ID1281,1986-07-16,Male,USA,Los Angeles,Marketing Manager,Finance,High Net Worth
ID1282,1979-11-21,Male,Australia,Sydney,Consultant,Education,Mass Affluent
ID1283,1993-05-18,Male,France,Paris,Accountant,Retail,High Net Worth
ID1284,1975-12-07,Male,Germany,Berlin,Consultant,Healthcare,Affluent
ID1285,1979-10-08,Male,France,Paris,Software Engineer,Hospitality,High Net Worth
ID1286,1993-05-20,Female,UK,Manchester,Sales Executive,Marketing,Affluent
ID1287,1995-06-18,Female,Vietnam,Hanoi,Marketing Manager,Healthcare,Affluent
ID1288,1962-06-22,Female,Vietnam,Ho Chi Minh,Accountant,IT,High Net Worth
ID1289,1997-01-11,Male,Australia,Melbourne,Consultant,Marketing,Affluent
ID1290,1981-06-11,Female,Australia,Melbourne,Software Engineer,Marketing,Affluent
ID1291,1965-12-10,Male,UK,London,HR Specialist,Hospitality,Mass Affluent
ID1292,1976-03-11,Male,Canada,Toronto,Software Engineer,Hospitality,High Net Worth
ID1293,1966-04-28,Male,Australia,Melbourne,Accountant,Construction,High Net Worth
ID1294,1981-06-14,Female,UK,Manchester,Accountant,Retail,Affluent
ID1295,1971-08-13,Male,Canada,Toronto,Data Scientist,Retail,Mass Affluent
ID1296,1983-04-29,Male,USA,New York,Accountant,Marketing,Affluent
ID1297,1962-09-29,Female,USA,New York,Accountant,Marketing,Mass Affluent
ID1298,1964-12-08,Male,UK,Manchester,Data Scientist,Education,Affluent
ID1299,1972-09-08,Male,Canada,Toronto,Sales Executive,Retail,Affluent
ID1300,1973-06-05,Female,Germany,Berlin,HR Specialist,Education,High Net Worth
ID1301,1977-04-16,Female,UK,Manchester,General Manager,Education,Affluent
ID1302,1990-07-19,Female,Canada,Toronto,Project Manager,Finance,Affluent
ID1303,1963-05-12,Female,Australia,Melbourne,Financial Analyst,Finance,High Net Worth
ID1304,1985-02-08,Female,Australia,Melbourne,Consultant,Hospitality,High Net Worth
ID1305,1989-05-26,Female,USA,Los Angeles,Software Engineer,IT,Affluent
ID1306,1990-03-31,Male,Canada,Vancouver,Marketing Manager,Healthcare,Affluent
ID1307,1989-09-21,Male,Australia,Sydney,Consultant,Finance,Mass Affluent
ID1308,1974-03-15,Female,France,Paris,Project Manager,Education,Affluent
ID1309,1990-03-15,Male,France,Paris,Consultant,Marketing,Affluent
